workbook,dropdowns,numbers,booleans,dates,strings,xrefs,total,composite
3.299034.FYM1EHGOFHR13XH4I2PYJBQDF1OE1WZGA.1.xlsx,0,19720,0,3944,3953,0,27617,8.71
3.303347.FV1SM0RH5KWMNFXOUVDGHHN5315QVP1IB.1.xlsm,0,797,0,216,906,0,1983,5.57
3.303615.DNULR4FPB2MEH4IXYOC2O1TE2FW4NWFKB.1.xlsx,0,1748,0,24,1547,1,3362,5.76
3.303713.AL052K5JSX1HSBLMAFJK501XMU5U2HKIA.1.xlsx,0,7800,0,3,504,0,8307,9.45
3.303748.M2TYZVBPYGJRLLS0DTK1QEGSCVH3BEP3A.1.xlsx,2,3659,0,144,473,8,4286,9.22
3.303748.M2TYZVBPYGJRLLS0DTK1QEGSCVH3BEP3A.2.xlsx,2,3491,0,144,431,8,4076,9.27
3.307328.BU1VD1NTJDFGYIVC4TVKMRRVASNXKP3DB.1.xlsx,0,205,0,132,2,0,339,9.95
3.307329.FXVNFGSKJW0OE50OEHE1ODNR4NHN4TKDA.1.xlsx,0,205,0,132,2,0,339,9.95
3.307416.PO2SKELX2ZJOMYR5OHGHT230BTMD0OBQA.1.xlsx,0,364,0,36,21,0,422,9.53
3.307867.I12CSCYHMOKGRNHUYAAGHFC1HRJOUIQNA.1.xlsm,0,16612,0,1463,375,0,18465,9.81
3.307869.GDP5KHQBLU2E3JIJKHMQB0USQH05OWZIB.1.xlsm,0,16388,0,1462,379,0,18241,9.81
3.307872.EOD5S4NBOGHPPPKUOQZRDKT02W5I2UVGB.1.xlsm,0,16415,0,1462,384,0,18273,9.80
3.308254.CVP3ZIEGX5D1K4FDDYQTNG2QDCHZS1NKB.1.xlsx,0,205,0,132,2,0,339,9.95
3.308407.PW4PLG4PF4AMC1K1LNH0023DQE2VH4DRB.1.xlsx,0,290,0,36,21,0,348,9.43
3.308408.HAX4E0K1V1443B5MNWSIXJYDIDUNFUFHB.1.xlsx,0,281,0,36,21,0,348,9.17
3.308410.B1WA1QVZTBEEYGUALDI333UQZDHLRYVZB.1.xlsx,0,364,0,36,21,0,422,9.53
3.308413.KJ53ZDESUMIRUAYEXCDDHEBWCUKCTE3LB.1.xlsx,0,354,0,36,21,0,422,9.29
3.308414.MZLKZF4GQIMUMTQVHEJXNYLV0R4TOZHBA.1.xlsx,0,364,0,36,21,0,422,9.53
3.308420.DSGMIZ5FVXX3QSOTJGT2BTOHK5LJXUALA.1.xlsx,0,361,0,36,21,0,422,9.46
3.308423.BTOQQPE55IK45ERDW3WNNW1PAR2G0PGSA.1.xlsx,0,364,0,36,21,0,422,9.53
3.308424.B2V55O5USNJCCDSYVQRX3CIS4WOE5DDJB.1.xlsx,0,364,0,36,21,0,422,9.53
3.308425.K11A3BMRGTJNKGYRISIF0JBWSXD12KDMB.1.xlsx,0,364,0,36,21,0,422,9.53
3.308428.HBMIZEGX4FZMUJ3DQ1Y2UHV1IXFEVDGSB.1.xlsx,0,364,0,36,21,0,422,9.53
3.308430.A0L0FB15PWLU04B4QR1YZ5CAZ0QE4CGQA.1.xlsx,0,364,0,36,21,0,422,9.53
3.308431.IEQROZZTWR3GHAEOWBHAMW0KD0QOQ4LFA.1.xlsx,0,708,0,36,21,0,766,9.74
3.308433.DXUWWCEJ0QPQSXY0LJ1SPXFUB0B551PLA.1.xlsx,0,708,0,36,21,0,766,9.74
3.308434.MWVGTGY1BSKLBGDFT3M5XG4RQCCVHVN4A.1.xlsx,0,708,0,36,21,0,766,9.74
3.308436.IIP5Z0G3J4QIUX45PVLW52AE3OKNVRJOB.1.xlsx,0,708,0,36,21,0,766,9.74
3.308438.LGKTSRTAOMEDLYEX5Q1XTRUHCS5A2EO5B.1.xlsx,0,708,0,36,21,0,766,9.74
3.308439.L4TDLSKPSLVPTAG4Z1R1LC3MEWTHDNPQA.1.xlsx,0,708,0,36,21,0,766,9.74
3.308441.JN5H1GODIR5XWTBOPXG3OGWPXPPDL221B.1.xlsx,0,708,0,36,21,0,766,9.74
3.308913.IADA5FCOLT3HR2HLKY3L3S3Q2TMO5P5RA.1.xlsx,0,896,0,0,324,0,1229,7.55
3.308920.KT2EAHNXHU2SX2ZKVZMBJ3DMSOIM34OOB.1.xlsx,0,1138,0,0,401,0,1551,7.60
3.309389.CIQWPPVGO1CWHIXKREIA42E3M2YBN0DKB.1.xlsx,0,896,0,0,324,0,1229,7.55
3.309395.LVQL1Q5OFA4ZY1MEHUKZK0MX01TFSGCKA.1.xlsx,0,1145,0,0,401,0,1557,7.61
3.309567.J2HYRM1V3YQRFT55KC0BS3B0RPKPO0F0B.1.xlsx,0,896,0,0,324,0,1229,7.55
3.309568.PE3S0AP0FGPAEMAQD4TN30LLG4EFAT5TA.1.xlsx,0,1138,0,0,401,0,1551,7.60
3.310446.ANPIDZKNTCG0TKKVISYRWI11R2HSG151A.1.xlsx,0,1138,0,0,401,0,1551,7.60
3.310449.BTN3DYXQNTLQE1HZ23OOT12VHZLH3R54B.1.xlsx,0,896,0,0,324,0,1229,7.55
3.310789.PLNQGYDTTQNWND4JDGNJZ01N2BLKHUQFB.1.xlsx,0,1138,0,0,401,0,1551,7.60
3.310790.EV3E3G25EGX5ILBKYGKED4E4KFITPGPMA.1.xlsx,0,896,0,0,324,0,1229,7.55
3.310951.JPPH5Z4L1ZYCGXTWOCQJS3TJGPCP0M1PA.1.xlsx,0,896,0,0,324,0,1229,7.55
3.310956.IWED0T43G41UMKII0KUFYK3TURS1WPDTA.1.xlsx,0,1138,0,0,401,0,1551,7.60
3.310961.KE5CXSV41EYYXKVDFRZ4PK2KKZDUIAQYB.1.xlsx,0,896,0,0,324,0,1229,7.55
3.310964.IS5O2IF14U32B1QM3EKYKSLRFLESKHYFA.1.xlsx,0,1138,0,0,401,0,1551,7.60
3.31137.OH3PFXLTELKQ0NATAI14X1L3P53YVFJIA.1.xlsx,0,832,0,10,421,0,1263,7.00
3.31138.LZDCU2RSMUQYHMV54JQNSRY2UU4YIOC3A.1.xlsx,0,830,0,10,420,0,1260,7.00
3.31139.CPRBN2BWO4TONTRDJ0P0HKET3CZMBNINB.1.xlsx,0,2753,0,30,1255,0,4038,7.20
3.312426.K1RX5UNVPLR3WFFBVUSKKQUM5SS25VTTB.1.xlsm,0,175,0,4,80,0,259,7.22
3.312876.KZ2F23UUH4QNPJA3YRJAFVFR22ICXXEMA.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.313334.EH3ETBUYADDJJKK5N4ABQBCBS5CCHME0B.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.31355.HOOXDNTC2WOEB041YGCJ3XINEPWUP1PDA.1.xlsx,0,2753,0,30,1255,0,4038,7.20
3.313672.KY5AHJHQUZZ3NYZXHJCECRRSIHTIM5MUA.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.313828.ME4UWOGRMT1FD0PMHS2NU5U4OVE3RPIUA.1.xlsx,0,33000,0,10796,17248,0,61049,7.46
3.313840.FPHM2XTCUOCUTXH2HNIRALQSUMKINBYOA.1.xlsx,0,1812,0,250,114,0,2176,9.53
3.313873.I2ECX4AJRMLRT2MHHEVONA4BXAXHSRLXA.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.314215.FUGRHNNMGIOKRRBKPNIBW1HWNHW1B5TIB.1.xlsx,0,15636,1,5245,68,0,20950,9.97
3.314215.FUGRHNNMGIOKRRBKPNIBW1HWNHW1B5TIB.2.xlsx,0,18606,1,8497,68,0,27172,9.98
3.314215.FUGRHNNMGIOKRRBKPNIBW1HWNHW1B5TIB.3.xlsx,0,15743,1,4955,68,0,20767,9.97
3.314215.FUGRHNNMGIOKRRBKPNIBW1HWNHW1B5TIB.4.xlsx,0,18742,1,8111,68,0,26922,9.98
3.314215.FUGRHNNMGIOKRRBKPNIBW1HWNHW1B5TIB.5.xlsx,0,18414,1,8740,68,0,27223,9.98
3.314215.FUGRHNNMGIOKRRBKPNIBW1HWNHW1B5TIB.6.xlsx,0,15743,1,4953,68,0,20765,9.97
3.314215.FUGRHNNMGIOKRRBKPNIBW1HWNHW1B5TIB.7.xlsx,0,18666,1,8662,67,0,27396,9.98
3.314508.E21AKW0JOSJ0HNPCE3SSELTLCRBT4YLIB.2.xlsx,0,1207,0,6,77,0,1339,9.12
3.314508.E21AKW0JOSJ0HNPCE3SSELTLCRBT4YLIB.3.xlsx,0,2454,0,9,42,0,2554,9.66
3.315107.MGJAERVJFTBT3FOURHCPBSZCFN4TIBQIB.1.xlsm,0,21124,0,0,3084,0,24208,8.85
3.315107.MGJAERVJFTBT3FOURHCPBSZCFN4TIBQIB.2.xlsx,0,10703,0,0,1529,0,12232,8.88
3.315317.BPJT3REKOQYXQTDR1BMBNXNF4S4HNYCZB.2.xlsm,0,139581,0,20274,43,0,160499,9.96
3.315599.FGR4FU0Z0IMECII0FQPHXTELHCFB2JAYB.2.xlsm,0,4904,0,531,70,0,5598,9.72
3.317130.N1WMUFTMY0WRRYLELRATZTIN2KDK23Z3A.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.317254.CYM5YTPRPDDZD031LOMHOJ2IGLJBAWNCB.1.xlsx,0,33000,0,10796,17248,0,61049,7.46
3.317311.A0NE3MZJ1OUJO5BJRNCT1RQ2VFTXAS2LA.1.xlsx,0,1812,0,250,114,0,2176,9.53
3.317340.O2BCVTCY23JCOFGDUMFK40CHWZQQ0TM5B.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.317343.I4ELFT2JQHI5MLUNC15DYLOKDARFOBKZB.1.xlsx,0,15636,1,5245,68,0,20950,9.97
3.317343.I4ELFT2JQHI5MLUNC15DYLOKDARFOBKZB.2.xlsx,0,18606,1,8497,68,0,27172,9.98
3.317343.I4ELFT2JQHI5MLUNC15DYLOKDARFOBKZB.3.xlsx,0,15743,1,4955,68,0,20767,9.97
3.317343.I4ELFT2JQHI5MLUNC15DYLOKDARFOBKZB.4.xlsx,0,18742,1,8111,68,0,26922,9.98
3.317343.I4ELFT2JQHI5MLUNC15DYLOKDARFOBKZB.5.xlsx,0,18414,1,8740,68,0,27223,9.98
3.317343.I4ELFT2JQHI5MLUNC15DYLOKDARFOBKZB.6.xlsx,0,15743,1,4953,68,0,20765,9.97
3.317343.I4ELFT2JQHI5MLUNC15DYLOKDARFOBKZB.7.xlsx,0,18666,1,8662,67,0,27396,9.98
3.31912.I40TVUL3MTCIJOMHI1JJVX0GAXPV4BVKA.1.xlsx,0,8717,0,1420,28,0,10165,9.98
3.319163.KQ3FN44JBRXMR01JGPGMLYY01ETETHJ4A.1.xlsm,0,175,0,4,80,0,259,7.22
3.319376.JCYKZYLL1N22BXOVNNI12QV4MAS5GU4XA.1.xlsx,0,9161,0,2654,40,0,11855,9.97
3.31939.A5CFOTONFMDMZUWB45EKTL3OHPNXRRZUA.1.xlsx,0,8717,0,1420,28,0,10165,9.98
3.319522.ENQ5UTPTVIOBAWXDCN1V3LBMC2ALRPDZB.2.xlsx,0,295,0,93,195,0,583,6.99
3.319715.K1PPNHTVJJHSZU1M4CFNYXD3AGKSR2HCA.1.xlsx,0,361,0,39,320,0,724,5.97
3.319718.NOVDT3S0J2KJ05E4X14YXHGWVDXKTS3FB.1.xlsx,0,201,0,0,9,0,210,9.61
3.319725.FSOBKYQI1IESII2B2JHCRYP2VPNUUZLAA.1.xlsx,0,361,0,39,320,0,724,5.97
3.319766.JOEVXTU5FRIMDZVJ1PBBZ1JT1LS5E0VEB.2.xlsx,0,2054,0,867,280,0,3201,9.21
3.319766.JOEVXTU5FRIMDZVJ1PBBZ1JT1LS5E0VEB.3.xlsm,0,10548,0,1144,446,0,12138,9.67
3.319775.ADVUUWVQVHKEWO13EYDA0UC3CF3WQPA0A.2.xlsx,0,1322,0,401,171,0,1929,9.02
3.320174.HT35S3NGWEDWXUA2Z1TXNCTJFPR5OSNDB.1.xlsx,0,9161,0,2654,40,0,11855,9.97
3.320512.HDBXZZCW3VRISWWEBE1EATMQVBWPOKSGA.2.xlsx,0,295,0,93,195,0,583,6.99
3.321295.AE53L5M533GUJRVCE04FTIHIEZXR1FRIB.1.xlsm,0,21124,0,0,3084,0,24208,8.85
3.321295.AE53L5M533GUJRVCE04FTIHIEZXR1FRIB.2.xlsx,0,10703,0,0,1529,0,12232,8.88
3.321312.GOSFP0YHPKHILBFKOPU4SAC3NVON0OUFA.2.xlsm,0,139581,0,20274,43,0,160499,9.96
3.322177.AOK5VUWEZXFFK5GHDXVV1LRWPPR5T043B.1.xlsx,0,213,0,0,46,0,259,8.40
3.32246.IKZXYW0UKYKD4UEW3HLLNRDTK12EOOEJB.1.xlsx,0,8717,0,1420,28,0,10165,9.98
3.322673.G2WOTB1OK0JQTOZDB3I3AHCI4IFK3YLJB.1.xlsm,0,175,0,4,80,0,259,7.22
3.322902.HWOO0NFBTIOYEYK1YZH2HSSLREXGGRFDB.1.xlsm,0,1755,0,1,101,0,1857,9.51
3.323025.GOXLQ35LSE42YIBO5E3PPGRMRMDIXO0LA.2.xlsm,0,4904,0,531,70,0,5598,9.72
3.323784.JNFEL4SIMREAUX2YTDWUBMKLRMV0NRWXA.1.xlsx,0,582,0,133,485,0,1207,6.33
3.323827.EDCLJMHSQZZS4T5SL3LWCPJMLI0JEWLOA.1.xlsx,0,506,0,1,19,0,609,8.36
3.32383.C234IO0GXNDBR1K0JCVMCER1QQORAONAB.1.xlsx,0,8717,0,1420,28,0,10165,9.98
3.323897.MZGGQ4B0SBTDBHEB5IWZFTPBO0N1YJCHA.1.xlsx,0,504,0,1,18,0,606,8.36
3.324181.GDRYKKSAMP5BJ4N4PIMQSLFKJJMLOCHRB.1.xlsm,0,2673,0,555,153,0,3388,9.57
3.324201.FLYUTYZ5LZKHLEBTGNLCE25SEHV3EKNUB.2.xlsm,0,1763,0,251,28,0,2666,7.56
3.32468.ICHEYHEWPK3CI1C0FGCWPJF3GKU2DOEOA.1.xlsx,0,9775,0,3708,144,0,13627,9.90
3.324687.KIQIL4YDOJV4PTFOGLDT11CCPHJA42P0A.1.xlsm,0,330,0,7,279,0,616,5.92
3.325440.HYG5O5TN1BOTD5U5MJUO51OFKJNRYHUMB.1.xlsx,0,136,0,0,72,0,208,6.88
3.325441.LKG45JVQT2FBRGOZPTHC1KV2NFQYZ0FHB.1.xlsx,0,136,0,0,72,0,208,6.88
3.32609.CBC32SACHNXEZI01AD0XTDDJGGVDLBIWB.1.xlsx,0,341,0,57,59,55,512,18.63
3.32624.LR1O3F0DM5FAILWIKRMDUTVBJXXUDLOAB.1.xlsx,0,263,0,1,210,0,474,6.01
3.32634.MOIKOI4VVUBTXUVIPKMAIYC4ANH3D1VPB.1.xlsx,0,652,0,425,158,0,1277,8.56
3.32639.IG0PE541BIOD5QZK2AHLW1N2PJZRKI0BB.1.xlsx,0,652,0,425,158,0,1277,8.56
3.32651.NDPTCWXLTOJKXFYYENLRAYXYF2NY1HUKB.1.xlsx,0,9775,0,3708,144,0,13627,9.90
3.327104.AQ3UWMOICPXRKQQFCAVLQPBNAROIFNDVB.1.xlsx,0,338,0,3,213,2,559,6.84
3.329136.COMX3QGQEZUOBO1EGNZI545E0RYJ3RLLA.1.xlsx,0,136,0,0,72,0,208,6.88
3.329182.BFKQCXAB5RPL2TXL3A4VQMEVZZ2R0I0IA.1.xlsx,0,213,0,0,46,0,259,8.40
3.32971.LH4AEK0V4SFVUI510R2TLBQSWZOD2X3FB.1.xlsx,0,11285,0,5637,136,0,17058,9.93
3.33021.MT05MC0GPNI3VVBHIOU43K4HXDS0MSGYB.1.xlsx,0,668,0,425,156,0,1291,8.59
3.33026.FIZKANG1UFBFV0RF04BCYOQH2U35GBCRB.1.xlsx,0,668,0,425,156,0,1291,8.59
3.331948.HURTZVP1LD5LFWDGZBU5KWQ1R1EB0AVXB.39.xlsx,0,749,0,42,324,0,1197,6.88
3.331948.HURTZVP1LD5LFWDGZBU5KWQ1R1EB0AVXB.40.xlsx,0,749,0,42,324,0,1197,6.88
3.331948.HURTZVP1LD5LFWDGZBU5KWQ1R1EB0AVXB.41.xlsx,0,749,0,42,325,0,1198,6.87
3.331948.HURTZVP1LD5LFWDGZBU5KWQ1R1EB0AVXB.5.xlsx,0,582,0,133,485,0,1207,6.33
3.331948.HURTZVP1LD5LFWDGZBU5KWQ1R1EB0AVXB.8.xlsx,0,20935,0,20761,60,0,41756,9.99
3.33214.NU5Z3T4E0YEVOJPNMM0PFSDK4QKCJZ3FA.1.xlsx,0,263,0,1,210,0,474,6.01
3.33249.BRG0DNA2QGSIPPXU2OIKA2XISAVKE1XSA.1.xlsx,0,668,0,425,156,0,1291,8.59
3.332673.DT2RVOLCWKDSEMUPEO5Y41LQCY13WPZRA.1.xlsx,0,7268,0,1738,37,0,9043,9.96
3.332864.CM4HXRR5IUGXAFVTKPJIWDET3RUOJZ1PB.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.332883.PSXLPUHRLGPILBA2JUWH03OXNVWASD1DB.1.xlsx,0,1812,0,250,114,0,2176,9.53
3.332900.IJQULCQ2A3BIEAEPABRKDBSHRTN4KGH0B.1.xlsx,0,15636,1,5245,68,0,20950,9.97
3.332900.IJQULCQ2A3BIEAEPABRKDBSHRTN4KGH0B.2.xlsx,0,18606,1,8497,68,0,27172,9.98
3.332900.IJQULCQ2A3BIEAEPABRKDBSHRTN4KGH0B.3.xlsx,0,15743,1,4955,68,0,20767,9.97
3.332900.IJQULCQ2A3BIEAEPABRKDBSHRTN4KGH0B.4.xlsx,0,18742,1,8111,68,0,26922,9.98
3.332900.IJQULCQ2A3BIEAEPABRKDBSHRTN4KGH0B.5.xlsx,0,18414,1,8740,68,0,27223,9.98
3.332900.IJQULCQ2A3BIEAEPABRKDBSHRTN4KGH0B.6.xlsx,0,15743,1,4953,68,0,20765,9.97
3.332900.IJQULCQ2A3BIEAEPABRKDBSHRTN4KGH0B.7.xlsx,0,18666,1,8662,67,0,27396,9.98
3.332937.CY45OUIBH0KNCLXOBNLDZYZXNSFRZ4JIB.1.xlsx,0,33000,0,10796,17248,0,61049,7.46
3.33367.OJ0GNC5DDNNTXG35DZIR1FINLJMFY4HYA.1.xlsx,0,11285,0,5637,136,0,17058,9.93
3.335252.MJTMUJ2NMQW4H3QVAVVDZ15MH0WHOS1JB.2.xlsx,0,295,0,93,195,0,583,6.99
3.335621.KJP1HIVO1E2I0LM45W5RCQ12PSKG1PTMB.2.xlsx,0,1322,0,401,171,0,1929,9.02
3.335628.KZNVLFUYVH4X5GWLKN3J30GMGFHBIFHMB.2.xlsx,0,2054,0,867,280,0,3201,9.21
3.335628.KZNVLFUYVH4X5GWLKN3J30GMGFHBIFHMB.3.xlsm,0,10548,0,1144,446,0,12138,9.67
3.335637.LGGH5FAPG5OVOUKH20MHYOVEI44AUGGFB.1.xlsx,0,361,0,39,320,0,724,5.97
3.335645.BPDGD2VBNBLRYFTK3S0I5UOTW2S0GKFRB.1.xlsx,0,361,0,39,320,0,724,5.97
3.335646.MAQG320HECMMUV3ZDMWU4NRCP2ZOXYW5A.1.xlsx,0,201,0,0,9,0,210,9.61
3.337018.FVGW2AELAQBZGHJC21UAOE3F23S4TFYKA.1.xlsm,0,2673,0,555,153,0,3388,9.57
3.337021.HHDGGSYJKLLKFVOLVXQAHPJCK3VH1PZVA.2.xlsm,0,1763,0,251,28,0,2666,7.56
3.337256.DLFMCNJJ05ZKWXQIOKVGTMWAZ2E1EKFLA.1.xlsx,0,504,0,1,18,0,606,8.36
3.337343.PTUWRHBFVBS2ZI2VDY3SJYQHUOVA5XWEB.1.xlsx,0,582,0,133,485,0,1207,6.33
3.337949.PSEQAF2HLB4XIYPMJ3ITQYYPNSERYTPZB.2.xlsm,0,4904,0,531,70,0,5598,9.72
3.338340.DVIOAABTQCAVWTOWFEFT2DWKBOSZRY5CB.1.xlsm,0,175,0,4,80,0,259,7.22
3.338349.OWKMGL5QD54DD2D214MJUHY5XZHZ5TQIA.1.xlsx,0,338,0,3,213,2,559,6.84
3.339666.HTGCBFKPJESBSLTX4GHE4IMPTYKXKAZOA.1.xlsx,0,1812,0,250,114,0,2176,9.53
3.339691.BNBIOUHFO2WTDVXNF3M4PB40PNFUJD13B.1.xlsx,0,15636,1,5245,68,0,20950,9.97
3.339691.BNBIOUHFO2WTDVXNF3M4PB40PNFUJD13B.2.xlsx,0,18606,1,8497,68,0,27172,9.98
3.339691.BNBIOUHFO2WTDVXNF3M4PB40PNFUJD13B.3.xlsx,0,15743,1,4955,68,0,20767,9.97
3.339691.BNBIOUHFO2WTDVXNF3M4PB40PNFUJD13B.4.xlsx,0,18742,1,8111,68,0,26922,9.98
3.339691.BNBIOUHFO2WTDVXNF3M4PB40PNFUJD13B.5.xlsx,0,18414,1,8740,68,0,27223,9.98
3.339691.BNBIOUHFO2WTDVXNF3M4PB40PNFUJD13B.6.xlsx,0,15743,1,4953,68,0,20765,9.97
3.339691.BNBIOUHFO2WTDVXNF3M4PB40PNFUJD13B.7.xlsx,0,18666,1,8662,67,0,27396,9.98
3.339725.OR415Z55DGB3VSZQ4MNAG5NOJM4QB05JB.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.33995.BHQYPGI2BQEQJR0G0C30LJVKCPVOKMGSA.1.xlsx,0,652,0,425,158,0,1277,8.56
3.34030.BUSDDGRKETF53MA0ESYTWCFZHCIOVOJSA.1.xlsx,0,668,0,425,156,0,1291,8.59
3.34070.N124JXOTTJF3QGBRXTUSVNJKHLWHTPQ3A.1.xlsx,0,652,0,425,158,0,1277,8.56
3.342202.ENVLNRNQ2SA0GHZ5Y41AD4LNRM5JMA0IA.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.343134.E2PHLJKK5SMMYFIO3J5BND3QPUI0JC55A.1.xlsx,0,9161,0,2654,40,0,11855,9.97
3.343830.AAGVKMZMNSJNZ5KIRE44WKBU5QBEJMWNA.1.xlsx,0,431,0,0,188,0,698,6.44
3.345707.HQSLWAWLFQ3KVW0CSOR0SNSPXN3B4D5PB.1.xlsx,0,9161,0,2654,40,0,11855,9.97
3.345755.DJNE2YZRZJ1QOZ0Z4JVMU1NXT1ES0ASMB.2.xlsx,0,1207,0,6,77,0,1339,9.12
3.345755.DJNE2YZRZJ1QOZ0Z4JVMU1NXT1ES0ASMB.3.xlsx,0,2454,0,9,42,0,2554,9.66
3.345780.EPBCNLJR5OEYUW5RMDIS43M5IHHB2RGQB.1.xlsm,0,330,0,7,279,0,616,5.92
3.347518.OAVNR2XBYVJ5IR1WKD21RTC0XRFB1KINA.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.348332.J0BUG3K5MLQ3LMIVPSBGRLYBU1AICVNXA.1.xlsx,0,338,0,3,213,2,559,6.84
3.348382.G01QORCGDEOZMCDKYSB2YPWVJMO3VAJKA.1.xlsm,0,175,0,4,80,0,259,7.22
3.348723.AIZZ3RDWV3HPYFXI4LYATJFV0BVSEPAKB.1.xlsx,0,201,0,0,9,0,210,9.61
3.348726.E5BZWKCKBMF0S5IR3BIV5GBDFJQQI5IEA.1.xlsx,0,361,0,39,320,0,724,5.97
3.34949.HKGBPHBZJN21JO3QUHSUOHBO2CZ0GT5UB.1.xlsx,0,170,0,5,371,1097,665,168.15
3.34958.HIHDFHEQFXFQ44PIZR1K205TOKAQZAUGB.1.xlsx,0,31009,0,1295,35558,0,69115,5.19
3.349617.CP11YJUFFZVAFYBR3QWMQ53UAWNJ31NKB.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.349724.E1VQHZ2LH31D3LS2HLSVXRKLD3BAVYE1A.1.xlsx,0,33000,0,10796,17248,0,61049,7.46
3.349994.LIF5WILAUROOHUUMZQFNS3KJ3EJUGOXHA.1.xlsx,0,506,0,1,19,0,609,8.36
3.350005.JASJCQY1KP40WUT1F4XV3AQO3MPSWTM1A.1.xlsx,0,504,0,1,18,0,606,8.36
3.350047.EQ5ONDGF5WNWE0ZZRAE04K2S0QFHMXO3A.1.xlsx,0,361,0,39,320,0,724,5.97
3.350049.CTV3DK24A2YHYYJKXZLYNTL3RS5OXED1A.2.xlsx,0,2054,0,867,280,0,3201,9.21
3.350049.CTV3DK24A2YHYYJKXZLYNTL3RS5OXED1A.3.xlsm,0,10548,0,1144,446,0,12138,9.67
3.350053.CH2CLPINLCQ4DQQNPBMIQRKH5XCCEYXPB.2.xlsx,0,1322,0,401,171,0,1929,9.02
3.350056.E12VYJKU5H3QREE3L3LJ4I54ZXURN4CAA.1.xlsx,0,9161,0,2654,40,0,11855,9.97
3.350129.CVIMGFWSZJJN22L42ZBFLTYV1RGVWEYNB.1.xlsx,0,213,0,0,46,0,259,8.40
3.350175.BMKHAIHJAFPDS3LOAPOMDAZMXWWFYDH0B.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.350258.HG2EAFFPR40HM5EU4NIKKSO0IE3YDHN0B.1.xlsx,0,213,0,0,46,0,259,8.40
3.350308.IT0ZHS3IWARPPDRV5WIZ3EN0FERBI0KEB.1.xlsx,0,1747,0,24,200,0,1971,9.09
3.350415.NL11MHVNCEW41HAC5EPMJFDR0OWFOGMIA.1.xlsm,0,2673,0,555,153,0,3388,9.57
3.350416.IWFRPV5EDQ125UZSU45DU5UUYRW0XCCQB.2.xlsm,0,1763,0,251,28,0,2666,7.56
3.350552.KBIEMMTVPWQZC1C3NFA4QAWJHSM0HFSAB.2.xlsx,0,295,0,93,195,0,583,6.99
3.350985.BHKM1RZ2SUXGSU5BJPVAZZNACPZXGR2GB.1.xlsx,0,9161,0,2654,40,0,11855,9.97
3.351162.IK2YGOK51QKSTT4Z5SPBBVATAQURSWWGB.1.xlsm,0,330,0,7,279,0,616,5.92
3.351439.IQ3ZVF1UQYFH3GOTE4P1PIKV5MMAIBJKB.6.xlsx,0,582,0,133,485,0,1207,6.33
3.351459.JXSAYVNGEYOVOKSMK2UY3XW1EOH5AB3FB.24.xlsx,0,749,0,42,324,0,1197,6.88
3.351459.JXSAYVNGEYOVOKSMK2UY3XW1EOH5AB3FB.25.xlsx,0,749,0,42,325,0,1198,6.87
3.351459.JXSAYVNGEYOVOKSMK2UY3XW1EOH5AB3FB.30.xlsx,0,749,0,42,324,0,1197,6.88
3.351459.JXSAYVNGEYOVOKSMK2UY3XW1EOH5AB3FB.8.xlsx,0,20935,0,20761,60,0,41756,9.99
3.351484.E1CDGHNESS0SFLNWEXJ2252M0HWJFSJLB.39.xlsx,0,749,0,42,324,0,1197,6.88
3.351484.E1CDGHNESS0SFLNWEXJ2252M0HWJFSJLB.40.xlsx,0,749,0,42,324,0,1197,6.88
3.351484.E1CDGHNESS0SFLNWEXJ2252M0HWJFSJLB.41.xlsx,0,749,0,42,325,0,1198,6.87
3.351484.E1CDGHNESS0SFLNWEXJ2252M0HWJFSJLB.5.xlsx,0,582,0,133,485,0,1207,6.33
3.351484.E1CDGHNESS0SFLNWEXJ2252M0HWJFSJLB.8.xlsx,0,20935,0,20761,60,0,41756,9.99
3.35169.KK52JBDVR1FERFY4KRGQ0WUD0XHEYLONA.1.xlsx,0,170,0,5,371,1097,665,168.15
3.351701.JRITFHZABCKFUTGTO125MFSG52QSRX43B.1.xlsx,0,431,0,0,188,0,698,6.44
3.351763.NTWSD5H2LDWGNWK5IDOMAS5BSBALWJAAB.1.xlsx,0,7268,0,1738,37,0,9043,9.96
3.35178.CLPU22NV0ZW5GYOSJH2UIEKYXNN5H1HYA.1.xlsx,0,31009,0,1295,35558,0,69115,5.19
3.35180.EWS2STLYHNI24121BYAF250HQQCUFVIIB.1.xlsx,0,46285,0,1295,39383,0,88216,5.84
3.353664.F3OJRQF0HVNMVMAMQSTLU552DIJWIBJUB.2.xlsm,0,4904,0,531,70,0,5598,9.72
3.353776.IHMKTRZ2LMD3DQ2VA5NDYYMWMKJAOFPGB.1.xlsx,0,582,0,133,485,0,1207,6.33
